ID_MARCA,MARCA,ID_LINHA,LINHA,DATA_VENDA,QTD_VENDA
5,BELEZA NA WEB,1,CABELOS,2018-5-26,19
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-2-28,20
4,VULT,5,HIDRATANTES,2018-10-24,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-7-11,12
3,QUEM DISSE BERENICE,1,CABELOS,2018-12-7,15
5,BELEZA NA WEB,1,CABELOS,2018-5-17,13
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-9,19
1,BOTICÁRIO,4,SOLAR,2018-3-31,5
3,QUEM DISSE BERENICE,4,SOLAR,2018-10-25,9
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-27,9
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-16,14
4,VULT,1,CABELOS,2018-10-6,2
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-23,16
4,VULT,2,PERFUMARIA,2018-7-15,3
4,VULT,4,SOLAR,2018-2-13,7
3,QUEM DISSE BERENICE,1,CABELOS,2018-7-13,20
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-9,8
4,VULT,4,SOLAR,2018-6-25,20
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-4-26,9
1,BOTICÁRIO,1,CABELOS,2018-5-29,6
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-10-3,7
2,EUDORA,5,HIDRATANTES,2018-5-2,3
5,BELEZA NA WEB,5,HIDRATANTES,2018-1-20,7
4,VULT,3,MAQUIAGEM,2018-8-11,6
5,BELEZA NA WEB,4,SOLAR,2018-1-19,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-6-14,10
2,EUDORA,4,SOLAR,2018-7-30,5
2,EUDORA,4,SOLAR,2018-2-16,4
2,EUDORA,5,HIDRATANTES,2018-7-31,4
1,BOTICÁRIO,5,HIDRATANTES,2018-9-6,16
4,VULT,2,PERFUMARIA,2018-3-3,16
1,BOTICÁRIO,4,SOLAR,2018-6-26,12
4,VULT,4,SOLAR,2018-10-7,8
4,VULT,1,CABELOS,2018-7-18,17
1,BOTICÁRIO,3,MAQUIAGEM,2018-3-7,10
5,BELEZA NA WEB,5,HIDRATANTES,2018-6-4,5
4,VULT,1,CABELOS,2018-12-15,10
5,BELEZA NA WEB,2,PERFUMARIA,2018-4-21,9
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-1-30,11
2,EUDORA,2,PERFUMARIA,2018-4-17,3
4,VULT,2,PERFUMARIA,2018-11-24,4
4,VULT,2,PERFUMARIA,2018-5-31,3
2,EUDORA,4,SOLAR,2018-8-13,18
2,EUDORA,5,HIDRATANTES,2018-12-17,10
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-4-25,2
5,BELEZA NA WEB,2,PERFUMARIA,2018-12-19,11
1,BOTICÁRIO,4,SOLAR,2018-11-28,19
4,VULT,2,PERFUMARIA,2018-1-28,18
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-10-22,14
5,BELEZA NA WEB,4,SOLAR,2018-5-21,16
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-10-17,8
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-2,9
4,VULT,2,PERFUMARIA,2018-12-14,3
1,BOTICÁRIO,1,CABELOS,2018-2-3,1
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-16,7
5,BELEZA NA WEB,1,CABELOS,2018-5-9,4
2,EUDORA,3,MAQUIAGEM,2018-12-28,4
5,BELEZA NA WEB,4,SOLAR,2018-4-23,17
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-3-2,8
2,EUDORA,4,SOLAR,2018-12-25,10
1,BOTICÁRIO,4,SOLAR,2018-8-24,20
4,VULT,2,PERFUMARIA,2018-12-2,7
4,VULT,1,CABELOS,2018-11-22,12
4,VULT,3,MAQUIAGEM,2018-12-26,16
5,BELEZA NA WEB,4,SOLAR,2018-12-22,15
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-11-6,8
4,VULT,2,PERFUMARIA,2018-2-26,1
1,BOTICÁRIO,1,CABELOS,2018-1-1,17
3,QUEM DISSE BERENICE,1,CABELOS,2018-9-17,16
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-11-20,15
5,BELEZA NA WEB,3,MAQUIAGEM,2018-11-13,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-2-26,20
1,BOTICÁRIO,4,SOLAR,2018-8-21,16
1,BOTICÁRIO,3,MAQUIAGEM,2018-2-8,5
4,VULT,3,MAQUIAGEM,2018-5-10,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-2-1,18
4,VULT,4,SOLAR,2018-5-6,7
1,BOTICÁRIO,2,PERFUMARIA,2018-3-29,14
3,QUEM DISSE BERENICE,4,SOLAR,2018-5-27,20
1,BOTICÁRIO,5,HIDRATANTES,2018-7-12,20
1,BOTICÁRIO,1,CABELOS,2018-5-2,13
3,QUEM DISSE BERENICE,1,CABELOS,2018-9-25,17
5,BELEZA NA WEB,1,CABELOS,2018-9-6,8
4,VULT,1,CABELOS,2018-1-31,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-4-4,2
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-5-31,12
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-22,2
1,BOTICÁRIO,3,MAQUIAGEM,2018-11-26,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-7-6,7
5,BELEZA NA WEB,1,CABELOS,2018-4-18,15
4,VULT,1,CABELOS,2018-1-4,5
5,BELEZA NA WEB,4,SOLAR,2018-10-24,17
2,EUDORA,2,PERFUMARIA,2018-7-15,5
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-1,19
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-8-5,7
1,BOTICÁRIO,3,MAQUIAGEM,2018-12-15,7
4,VULT,1,CABELOS,2018-4-9,17
4,VULT,4,SOLAR,2018-7-11,16
1,BOTICÁRIO,2,PERFUMARIA,2018-3-23,2
1,BOTICÁRIO,3,MAQUIAGEM,2018-6-22,9
1,BOTICÁRIO,1,CABELOS,2018-1-24,11
1,BOTICÁRIO,5,HIDRATANTES,2018-2-20,4
1,BOTICÁRIO,5,HIDRATANTES,2018-11-25,7
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-2,1
3,QUEM DISSE BERENICE,4,SOLAR,2018-8-10,20
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-14,1
2,EUDORA,4,SOLAR,2018-5-7,1
1,BOTICÁRIO,5,HIDRATANTES,2018-7-1,11
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-9,19
1,BOTICÁRIO,2,PERFUMARIA,2018-1-28,2
2,EUDORA,1,CABELOS,2018-4-13,7
4,VULT,2,PERFUMARIA,2018-7-3,2
5,BELEZA NA WEB,2,PERFUMARIA,2018-9-21,16
5,BELEZA NA WEB,5,HIDRATANTES,2018-12-3,18
1,BOTICÁRIO,1,CABELOS,2018-1-15,5
2,EUDORA,2,PERFUMARIA,2018-5-8,2
5,BELEZA NA WEB,2,PERFUMARIA,2018-1-29,3
2,EUDORA,2,PERFUMARIA,2018-9-16,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-7,2
3,QUEM DISSE BERENICE,4,SOLAR,2018-2-20,17
2,EUDORA,1,CABELOS,2018-11-23,17
4,VULT,2,PERFUMARIA,2018-12-1,19
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-23,16
1,BOTICÁRIO,3,MAQUIAGEM,2018-1-2,10
4,VULT,3,MAQUIAGEM,2018-1-16,16
4,VULT,1,CABELOS,2018-12-13,6
1,BOTICÁRIO,4,SOLAR,2018-1-1,19
4,VULT,4,SOLAR,2018-3-10,7
5,BELEZA NA WEB,5,HIDRATANTES,2018-12-7,1
3,QUEM DISSE BERENICE,1,CABELOS,2018-10-27,1
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-8,2
2,EUDORA,5,HIDRATANTES,2018-4-1,3
1,BOTICÁRIO,2,PERFUMARIA,2018-8-11,6
4,VULT,1,CABELOS,2018-7-30,16
5,BELEZA NA WEB,4,SOLAR,2018-9-2,5
5,BELEZA NA WEB,2,PERFUMARIA,2018-8-8,16
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-28,8
1,BOTICÁRIO,4,SOLAR,2018-5-25,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-9-15,7
1,BOTICÁRIO,5,HIDRATANTES,2018-12-21,1
4,VULT,2,PERFUMARIA,2018-6-2,19
1,BOTICÁRIO,2,PERFUMARIA,2018-4-14,10
4,VULT,3,MAQUIAGEM,2018-10-3,10
4,VULT,5,HIDRATANTES,2018-12-1,1
5,BELEZA NA WEB,3,MAQUIAGEM,2018-3-15,19
4,VULT,3,MAQUIAGEM,2018-11-9,6
1,BOTICÁRIO,5,HIDRATANTES,2018-2-27,7
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-11,13
3,QUEM DISSE BERENICE,1,CABELOS,2018-8-29,7
1,BOTICÁRIO,2,PERFUMARIA,2018-4-29,16
2,EUDORA,4,SOLAR,2018-5-21,2
4,VULT,3,MAQUIAGEM,2018-5-29,3
2,EUDORA,1,CABELOS,2018-11-8,19
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-1-30,14
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-31,3
2,EUDORA,5,HIDRATANTES,2018-8-6,5
4,VULT,5,HIDRATANTES,2018-9-7,14
4,VULT,5,HIDRATANTES,2018-4-29,3
4,VULT,5,HIDRATANTES,2018-12-1,10
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-21,19
4,VULT,1,CABELOS,2018-10-1,20
4,VULT,2,PERFUMARIA,2018-7-22,14
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-8-23,10
4,VULT,5,HIDRATANTES,2018-9-4,4
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-11-4,2
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-23,13
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-28,18
4,VULT,3,MAQUIAGEM,2018-1-7,13
1,BOTICÁRIO,1,CABELOS,2018-12-13,15
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-2,14
5,BELEZA NA WEB,5,HIDRATANTES,2018-2-1,2
1,BOTICÁRIO,1,CABELOS,2018-1-25,18
1,BOTICÁRIO,2,PERFUMARIA,2018-1-19,5
3,QUEM DISSE BERENICE,1,CABELOS,2018-2-23,19
1,BOTICÁRIO,2,PERFUMARIA,2018-5-30,16
2,EUDORA,3,MAQUIAGEM,2018-2-22,13
1,BOTICÁRIO,1,CABELOS,2018-9-2,13
4,VULT,2,PERFUMARIA,2018-6-2,10
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-12-12,14
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-7-7,15
1,BOTICÁRIO,1,CABELOS,2018-7-1,15
5,BELEZA NA WEB,5,HIDRATANTES,2018-7-15,20
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-5-29,12
1,BOTICÁRIO,5,HIDRATANTES,2018-3-28,18
2,EUDORA,3,MAQUIAGEM,2018-2-21,12
5,BELEZA NA WEB,3,MAQUIAGEM,2018-6-15,12
3,QUEM DISSE BERENICE,4,SOLAR,2018-1-1,7
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-1-9,20
5,BELEZA NA WEB,4,SOLAR,2018-10-30,10
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-18,9
4,VULT,1,CABELOS,2018-9-30,11
1,BOTICÁRIO,2,PERFUMARIA,2018-3-2,7
4,VULT,1,CABELOS,2018-4-17,3
3,QUEM DISSE BERENICE,1,CABELOS,2018-9-2,16
2,EUDORA,2,PERFUMARIA,2018-2-13,15
1,BOTICÁRIO,5,HIDRATANTES,2018-4-1,3
4,VULT,3,MAQUIAGEM,2018-1-6,19
2,EUDORA,2,PERFUMARIA,2018-1-17,4
4,VULT,1,CABELOS,2018-10-10,9
1,BOTICÁRIO,5,HIDRATANTES,2018-11-22,12
3,QUEM DISSE BERENICE,1,CABELOS,2018-4-4,4
4,VULT,3,MAQUIAGEM,2018-8-6,11
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-12-4,11
1,BOTICÁRIO,1,CABELOS,2018-11-26,13
2,EUDORA,5,HIDRATANTES,2018-5-1,10
4,VULT,3,MAQUIAGEM,2018-3-7,5
4,VULT,4,SOLAR,2018-7-19,16
1,BOTICÁRIO,5,HIDRATANTES,2018-12-27,15
5,BELEZA NA WEB,1,CABELOS,2018-11-19,14
1,BOTICÁRIO,2,PERFUMARIA,2018-4-7,19
1,BOTICÁRIO,5,HIDRATANTES,2018-2-2,1
2,EUDORA,4,SOLAR,2018-9-23,10
2,EUDORA,1,CABELOS,2018-7-26,9
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-10,1
5,BELEZA NA WEB,4,SOLAR,2018-6-4,5
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-7,15
4,VULT,3,MAQUIAGEM,2018-7-15,19
5,BELEZA NA WEB,4,SOLAR,2018-5-25,14
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-11,3
5,BELEZA NA WEB,2,PERFUMARIA,2018-1-8,5
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-27,13
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-11-4,7
3,QUEM DISSE BERENICE,1,CABELOS,2018-6-14,20
1,BOTICÁRIO,3,MAQUIAGEM,2018-1-31,17
4,VULT,2,PERFUMARIA,2018-9-8,18
5,BELEZA NA WEB,1,CABELOS,2018-9-17,5
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-12-23,10
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-20,13
4,VULT,4,SOLAR,2018-6-7,3
2,EUDORA,2,PERFUMARIA,2018-12-18,20
1,BOTICÁRIO,1,CABELOS,2018-8-31,10
4,VULT,1,CABELOS,2018-10-4,11
1,BOTICÁRIO,5,HIDRATANTES,2018-4-12,5
2,EUDORA,3,MAQUIAGEM,2018-2-13,16
2,EUDORA,5,HIDRATANTES,2018-11-18,19
5,BELEZA NA WEB,4,SOLAR,2018-7-1,13
4,VULT,2,PERFUMARIA,2018-12-5,11
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-8,16
5,BELEZA NA WEB,4,SOLAR,2018-9-7,5
3,QUEM DISSE BERENICE,4,SOLAR,2018-10-17,4
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-6-29,11
3,QUEM DISSE BERENICE,1,CABELOS,2018-2-16,11
4,VULT,2,PERFUMARIA,2018-11-4,6
2,EUDORA,4,SOLAR,2018-11-1,8
3,QUEM DISSE BERENICE,1,CABELOS,2018-7-22,9
4,VULT,5,HIDRATANTES,2018-2-10,9
1,BOTICÁRIO,4,SOLAR,2018-4-21,1
4,VULT,2,PERFUMARIA,2018-7-30,6
4,VULT,2,PERFUMARIA,2018-7-28,12
1,BOTICÁRIO,1,CABELOS,2018-1-8,13
2,EUDORA,1,CABELOS,2018-6-6,12
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-3,9
2,EUDORA,5,HIDRATANTES,2018-5-18,20
3,QUEM DISSE BERENICE,1,CABELOS,2018-10-31,17
4,VULT,5,HIDRATANTES,2018-1-11,14
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-10-28,6
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-10-24,14
1,BOTICÁRIO,4,SOLAR,2018-8-26,2
3,QUEM DISSE BERENICE,4,SOLAR,2018-5-18,14
5,BELEZA NA WEB,3,MAQUIAGEM,2018-4-25,20
5,BELEZA NA WEB,4,SOLAR,2018-1-5,19
5,BELEZA NA WEB,4,SOLAR,2018-7-31,11
2,EUDORA,3,MAQUIAGEM,2018-8-7,2
2,EUDORA,2,PERFUMARIA,2018-3-11,15
3,QUEM DISSE BERENICE,4,SOLAR,2018-12-31,1
4,VULT,3,MAQUIAGEM,2018-8-28,16
5,BELEZA NA WEB,5,HIDRATANTES,2018-9-3,11
4,VULT,2,PERFUMARIA,2018-11-27,14
1,BOTICÁRIO,5,HIDRATANTES,2018-2-7,14
2,EUDORA,3,MAQUIAGEM,2018-11-17,5
1,BOTICÁRIO,2,PERFUMARIA,2018-1-19,14
4,VULT,3,MAQUIAGEM,2018-9-13,8
4,VULT,1,CABELOS,2018-8-17,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-10-10,11
5,BELEZA NA WEB,4,SOLAR,2018-4-27,9
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-12,2
2,EUDORA,5,HIDRATANTES,2018-5-6,18
5,BELEZA NA WEB,1,CABELOS,2018-5-26,6
2,EUDORA,1,CABELOS,2018-7-31,12
4,VULT,2,PERFUMARIA,2018-12-15,11
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-1-19,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-4-20,15
2,EUDORA,3,MAQUIAGEM,2018-3-24,6
5,BELEZA NA WEB,2,PERFUMARIA,2018-11-26,4
2,EUDORA,1,CABELOS,2018-7-15,12
4,VULT,1,CABELOS,2018-9-17,17
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-9-6,17
5,BELEZA NA WEB,1,CABELOS,2018-7-12,16
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-9-28,7
4,VULT,3,MAQUIAGEM,2018-7-3,13
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-28,13
1,BOTICÁRIO,2,PERFUMARIA,2018-12-31,11
1,BOTICÁRIO,5,HIDRATANTES,2018-2-1,7
2,EUDORA,3,MAQUIAGEM,2018-2-28,7
5,BELEZA NA WEB,1,CABELOS,2018-4-30,13
4,VULT,1,CABELOS,2018-12-9,16
2,EUDORA,4,SOLAR,2018-10-13,2
5,BELEZA NA WEB,3,MAQUIAGEM,2018-10-13,9
2,EUDORA,3,MAQUIAGEM,2018-5-22,20
1,BOTICÁRIO,1,CABELOS,2018-10-21,2
5,BELEZA NA WEB,2,PERFUMARIA,2018-11-27,1
1,BOTICÁRIO,5,HIDRATANTES,2018-9-3,3
2,EUDORA,5,HIDRATANTES,2018-2-17,1
1,BOTICÁRIO,3,MAQUIAGEM,2018-10-21,12
5,BELEZA NA WEB,3,MAQUIAGEM,2018-7-24,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-2-3,1
1,BOTICÁRIO,2,PERFUMARIA,2018-1-13,16
1,BOTICÁRIO,4,SOLAR,2018-7-2,13
2,EUDORA,4,SOLAR,2018-12-2,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-1-25,4
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-21,17
1,BOTICÁRIO,1,CABELOS,2018-7-12,7
5,BELEZA NA WEB,3,MAQUIAGEM,2018-3-1,19
1,BOTICÁRIO,4,SOLAR,2018-6-25,8
3,QUEM DISSE BERENICE,4,SOLAR,2018-8-24,16
4,VULT,1,CABELOS,2018-6-25,12
2,EUDORA,4,SOLAR,2018-9-12,1
1,BOTICÁRIO,3,MAQUIAGEM,2018-7-24,17
5,BELEZA NA WEB,4,SOLAR,2018-7-18,20
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-1,19
4,VULT,4,SOLAR,2018-8-3,1
4,VULT,1,CABELOS,2018-1-9,2
5,BELEZA NA WEB,4,SOLAR,2018-7-2,13
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-14,15
2,EUDORA,1,CABELOS,2018-2-23,12
5,BELEZA NA WEB,2,PERFUMARIA,2018-5-1,17
1,BOTICÁRIO,2,PERFUMARIA,2018-9-27,19
1,BOTICÁRIO,4,SOLAR,2018-10-13,20
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-17,2
4,VULT,5,HIDRATANTES,2018-1-22,16
2,EUDORA,2,PERFUMARIA,2018-10-13,17
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-9-17,1
2,EUDORA,2,PERFUMARIA,2018-5-25,13
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-8-1,10
2,EUDORA,1,CABELOS,2018-9-17,13
1,BOTICÁRIO,5,HIDRATANTES,2018-8-18,10
5,BELEZA NA WEB,2,PERFUMARIA,2018-12-6,7
4,VULT,1,CABELOS,2018-8-10,17
2,EUDORA,5,HIDRATANTES,2018-11-13,19
3,QUEM DISSE BERENICE,1,CABELOS,2018-7-16,3
1,BOTICÁRIO,5,HIDRATANTES,2018-2-10,3
5,BELEZA NA WEB,3,MAQUIAGEM,2018-9-2,15
1,BOTICÁRIO,3,MAQUIAGEM,2018-4-6,13
1,BOTICÁRIO,3,MAQUIAGEM,2018-4-16,20
5,BELEZA NA WEB,4,SOLAR,2018-12-24,9
4,VULT,2,PERFUMARIA,2018-6-22,3
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-4,12
2,EUDORA,2,PERFUMARIA,2018-11-27,10
5,BELEZA NA WEB,3,MAQUIAGEM,2018-7-14,10
1,BOTICÁRIO,3,MAQUIAGEM,2018-12-12,17
2,EUDORA,1,CABELOS,2018-11-5,14
4,VULT,4,SOLAR,2018-1-3,20
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-14,11
2,EUDORA,4,SOLAR,2018-6-13,6
2,EUDORA,1,CABELOS,2018-9-27,5
4,VULT,2,PERFUMARIA,2018-11-28,7
5,BELEZA NA WEB,4,SOLAR,2018-8-16,4
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-1,10
4,VULT,4,SOLAR,2018-3-12,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-5-6,10
1,BOTICÁRIO,3,MAQUIAGEM,2018-1-18,11
4,VULT,1,CABELOS,2018-8-20,18
1,BOTICÁRIO,3,MAQUIAGEM,2018-6-12,14
2,EUDORA,3,MAQUIAGEM,2018-8-13,12
1,BOTICÁRIO,4,SOLAR,2018-5-19,19
2,EUDORA,2,PERFUMARIA,2018-10-25,4
4,VULT,2,PERFUMARIA,2018-2-9,9
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-6-3,1
2,EUDORA,4,SOLAR,2018-11-29,17
5,BELEZA NA WEB,3,MAQUIAGEM,2018-4-21,1
5,BELEZA NA WEB,5,HIDRATANTES,2018-12-6,14
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-12-23,19
1,BOTICÁRIO,2,PERFUMARIA,2018-11-25,10
4,VULT,4,SOLAR,2018-8-20,13
3,QUEM DISSE BERENICE,4,SOLAR,2018-8-29,3
2,EUDORA,5,HIDRATANTES,2018-6-27,10
1,BOTICÁRIO,1,CABELOS,2018-12-25,6
4,VULT,1,CABELOS,2018-8-4,9
4,VULT,1,CABELOS,2018-6-20,17
5,BELEZA NA WEB,2,PERFUMARIA,2018-11-19,10
1,BOTICÁRIO,3,MAQUIAGEM,2018-6-23,4
5,BELEZA NA WEB,2,PERFUMARIA,2018-9-22,6
5,BELEZA NA WEB,4,SOLAR,2018-6-28,14
3,QUEM DISSE BERENICE,4,SOLAR,2018-7-15,6
4,VULT,5,HIDRATANTES,2018-1-8,11
5,BELEZA NA WEB,4,SOLAR,2018-11-8,6
2,EUDORA,3,MAQUIAGEM,2018-4-7,19
