ID_MARCA,MARCA,ID_LINHA,LINHA,DATA_VENDA,QTD_VENDA
1,BOTICÁRIO,4,SOLAR,2018-7-24,19
4,VULT,4,SOLAR,2018-4-3,7
3,QUEM DISSE BERENICE,1,CABELOS,2018-8-19,10
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-22,20
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-10-9,9
2,EUDORA,1,CABELOS,2018-10-1,18
3,QUEM DISSE BERENICE,1,CABELOS,2018-5-14,20
2,EUDORA,5,HIDRATANTES,2018-12-4,18
3,QUEM DISSE BERENICE,4,SOLAR,2018-12-27,18
5,BELEZA NA WEB,2,PERFUMARIA,2018-6-13,2
1,BOTICÁRIO,2,PERFUMARIA,2018-5-19,15
5,BELEZA NA WEB,5,HIDRATANTES,2018-8-13,13
2,EUDORA,5,HIDRATANTES,2018-1-9,16
2,EUDORA,1,CABELOS,2018-3-19,14
5,BELEZA NA WEB,2,PERFUMARIA,2018-9-10,7
5,BELEZA NA WEB,5,HIDRATANTES,2018-3-30,3
5,BELEZA NA WEB,2,PERFUMARIA,2018-3-26,3
5,BELEZA NA WEB,5,HIDRATANTES,2018-6-14,15
2,EUDORA,4,SOLAR,2018-8-5,1
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-6-1,10
2,EUDORA,5,HIDRATANTES,2018-2-9,15
2,EUDORA,3,MAQUIAGEM,2018-9-21,14
1,BOTICÁRIO,2,PERFUMARIA,2018-6-1,15
2,EUDORA,4,SOLAR,2018-11-1,3
1,BOTICÁRIO,4,SOLAR,2018-7-13,15
1,BOTICÁRIO,1,CABELOS,2018-10-20,15
2,EUDORA,2,PERFUMARIA,2018-9-27,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-20,5
5,BELEZA NA WEB,4,SOLAR,2018-9-13,20
2,EUDORA,3,MAQUIAGEM,2018-9-15,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-1-27,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-23,6
1,BOTICÁRIO,4,SOLAR,2018-1-4,15
5,BELEZA NA WEB,4,SOLAR,2018-11-24,15
4,VULT,1,CABELOS,2018-5-2,4
4,VULT,5,HIDRATANTES,2018-9-28,17
5,BELEZA NA WEB,5,HIDRATANTES,2018-2-15,19
4,VULT,1,CABELOS,2018-2-27,2
5,BELEZA NA WEB,1,CABELOS,2018-8-2,2
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-29,11
1,BOTICÁRIO,2,PERFUMARIA,2018-9-6,6
5,BELEZA NA WEB,2,PERFUMARIA,2018-5-29,8
2,EUDORA,3,MAQUIAGEM,2018-12-1,2
4,VULT,1,CABELOS,2018-8-9,14
1,BOTICÁRIO,1,CABELOS,2018-2-21,15
5,BELEZA NA WEB,4,SOLAR,2018-6-18,11
2,EUDORA,1,CABELOS,2018-1-21,12
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-11-14,16
2,EUDORA,4,SOLAR,2018-4-9,6
4,VULT,2,PERFUMARIA,2018-10-16,5
5,BELEZA NA WEB,5,HIDRATANTES,2018-9-4,6
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-12-9,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-11,2
1,BOTICÁRIO,4,SOLAR,2018-9-16,14
1,BOTICÁRIO,2,PERFUMARIA,2018-11-14,14
1,BOTICÁRIO,1,CABELOS,2018-11-18,13
5,BELEZA NA WEB,3,MAQUIAGEM,2018-10-28,2
4,VULT,2,PERFUMARIA,2018-6-9,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-12-27,6
1,BOTICÁRIO,5,HIDRATANTES,2018-5-18,14
5,BELEZA NA WEB,5,HIDRATANTES,2018-4-4,5
5,BELEZA NA WEB,3,MAQUIAGEM,2018-9-14,7
1,BOTICÁRIO,1,CABELOS,2018-9-13,19
1,BOTICÁRIO,3,MAQUIAGEM,2018-1-17,7
2,EUDORA,3,MAQUIAGEM,2018-9-3,3
4,VULT,4,SOLAR,2018-10-22,4
2,EUDORA,2,PERFUMARIA,2018-4-6,10
2,EUDORA,5,HIDRATANTES,2018-4-9,18
4,VULT,5,HIDRATANTES,2018-3-6,8
4,VULT,5,HIDRATANTES,2018-7-25,14
4,VULT,4,SOLAR,2018-10-15,12
1,BOTICÁRIO,1,CABELOS,2018-5-31,18
1,BOTICÁRIO,5,HIDRATANTES,2018-1-29,12
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-10-7,10
4,VULT,4,SOLAR,2018-6-12,8
5,BELEZA NA WEB,1,CABELOS,2018-10-31,6
1,BOTICÁRIO,4,SOLAR,2018-12-2,9
4,VULT,3,MAQUIAGEM,2018-7-7,16
4,VULT,2,PERFUMARIA,2018-5-20,15
4,VULT,5,HIDRATANTES,2018-10-9,14
1,BOTICÁRIO,4,SOLAR,2018-8-15,11
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-23,5
4,VULT,5,HIDRATANTES,2018-3-1,13
4,VULT,1,CABELOS,2018-2-14,3
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-11-29,20
4,VULT,2,PERFUMARIA,2018-4-15,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-6,3
5,BELEZA NA WEB,5,HIDRATANTES,2018-11-9,20
2,EUDORA,3,MAQUIAGEM,2018-3-25,11
5,BELEZA NA WEB,5,HIDRATANTES,2018-3-22,16
4,VULT,4,SOLAR,2018-11-24,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-13,5
5,BELEZA NA WEB,5,HIDRATANTES,2018-12-24,10
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-8-4,18
5,BELEZA NA WEB,3,MAQUIAGEM,2018-12-30,2
1,BOTICÁRIO,1,CABELOS,2018-7-2,8
5,BELEZA NA WEB,5,HIDRATANTES,2018-10-31,15
2,EUDORA,1,CABELOS,2018-6-8,19
4,VULT,4,SOLAR,2018-2-15,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-8,9
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-8-13,19
2,EUDORA,5,HIDRATANTES,2018-10-17,11
3,QUEM DISSE BERENICE,1,CABELOS,2018-8-29,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-8-13,8
2,EUDORA,2,PERFUMARIA,2018-3-18,15
2,EUDORA,3,MAQUIAGEM,2018-7-11,16
4,VULT,5,HIDRATANTES,2018-2-20,15
3,QUEM DISSE BERENICE,4,SOLAR,2018-5-10,7
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-28,9
5,BELEZA NA WEB,1,CABELOS,2018-7-8,14
5,BELEZA NA WEB,1,CABELOS,2018-4-14,7
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-6-7,5
5,BELEZA NA WEB,3,MAQUIAGEM,2018-9-18,7
5,BELEZA NA WEB,1,CABELOS,2018-11-24,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-3-6,12
4,VULT,5,HIDRATANTES,2018-10-30,3
4,VULT,4,SOLAR,2018-8-14,8
4,VULT,4,SOLAR,2018-1-21,8
2,EUDORA,5,HIDRATANTES,2018-1-23,9
4,VULT,5,HIDRATANTES,2018-6-17,15
1,BOTICÁRIO,2,PERFUMARIA,2018-10-4,11
1,BOTICÁRIO,2,PERFUMARIA,2018-5-4,18
1,BOTICÁRIO,2,PERFUMARIA,2018-4-18,18
4,VULT,5,HIDRATANTES,2018-3-4,2
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-27,5
4,VULT,5,HIDRATANTES,2018-5-24,19
4,VULT,4,SOLAR,2018-10-30,13
4,VULT,4,SOLAR,2018-5-18,15
5,BELEZA NA WEB,4,SOLAR,2018-2-28,9
1,BOTICÁRIO,4,SOLAR,2018-7-11,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-7-8,17
4,VULT,1,CABELOS,2018-6-10,4
2,EUDORA,3,MAQUIAGEM,2018-6-6,18
5,BELEZA NA WEB,1,CABELOS,2018-5-2,13
2,EUDORA,5,HIDRATANTES,2018-11-25,8
5,BELEZA NA WEB,5,HIDRATANTES,2018-9-15,10
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-23,2
5,BELEZA NA WEB,5,HIDRATANTES,2018-2-14,7
4,VULT,5,HIDRATANTES,2018-8-23,5
5,BELEZA NA WEB,2,PERFUMARIA,2018-10-12,15
1,BOTICÁRIO,2,PERFUMARIA,2018-4-15,2
1,BOTICÁRIO,1,CABELOS,2018-10-24,11
5,BELEZA NA WEB,5,HIDRATANTES,2018-1-13,11
2,EUDORA,2,PERFUMARIA,2018-2-13,17
1,BOTICÁRIO,2,PERFUMARIA,2018-9-30,11
5,BELEZA NA WEB,1,CABELOS,2018-1-19,14
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-5-28,7
1,BOTICÁRIO,5,HIDRATANTES,2018-3-11,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-8-24,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-8,15
1,BOTICÁRIO,3,MAQUIAGEM,2018-4-10,18
1,BOTICÁRIO,1,CABELOS,2018-3-20,18
2,EUDORA,4,SOLAR,2018-8-8,5
5,BELEZA NA WEB,5,HIDRATANTES,2018-8-18,3
4,VULT,4,SOLAR,2018-1-8,13
2,EUDORA,4,SOLAR,2018-5-13,2
4,VULT,5,HIDRATANTES,2018-12-29,10
4,VULT,1,CABELOS,2018-6-1,19
1,BOTICÁRIO,1,CABELOS,2018-6-26,6
2,EUDORA,2,PERFUMARIA,2018-2-14,10
4,VULT,3,MAQUIAGEM,2018-3-9,8
5,BELEZA NA WEB,2,PERFUMARIA,2018-2-15,20
2,EUDORA,5,HIDRATANTES,2018-7-5,6
5,BELEZA NA WEB,4,SOLAR,2018-2-7,7
1,BOTICÁRIO,2,PERFUMARIA,2018-4-29,19
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-11-7,14
5,BELEZA NA WEB,4,SOLAR,2018-5-2,8
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-2,18
1,BOTICÁRIO,1,CABELOS,2018-11-5,14
4,VULT,5,HIDRATANTES,2018-4-3,12
4,VULT,4,SOLAR,2018-3-31,9
2,EUDORA,2,PERFUMARIA,2018-8-26,15
2,EUDORA,4,SOLAR,2018-2-19,15
4,VULT,1,CABELOS,2018-10-31,9
4,VULT,5,HIDRATANTES,2018-8-29,12
2,EUDORA,2,PERFUMARIA,2018-7-15,13
2,EUDORA,2,PERFUMARIA,2018-3-24,7
5,BELEZA NA WEB,3,MAQUIAGEM,2018-1-14,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-12-4,15
2,EUDORA,1,CABELOS,2018-12-26,1
1,BOTICÁRIO,4,SOLAR,2018-12-18,18
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-16,3
2,EUDORA,3,MAQUIAGEM,2018-1-20,10
4,VULT,4,SOLAR,2018-11-29,19
4,VULT,1,CABELOS,2018-3-30,12
4,VULT,5,HIDRATANTES,2018-8-18,2
1,BOTICÁRIO,2,PERFUMARIA,2018-12-5,11
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-20,16
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-15,16
5,BELEZA NA WEB,5,HIDRATANTES,2018-7-6,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-8-26,3
5,BELEZA NA WEB,4,SOLAR,2018-3-14,9
5,BELEZA NA WEB,1,CABELOS,2018-1-19,19
5,BELEZA NA WEB,1,CABELOS,2018-1-13,5
5,BELEZA NA WEB,1,CABELOS,2018-1-4,16
5,BELEZA NA WEB,1,CABELOS,2018-2-19,9
4,VULT,2,PERFUMARIA,2018-2-17,5
5,BELEZA NA WEB,1,CABELOS,2018-11-21,18
1,BOTICÁRIO,5,HIDRATANTES,2018-1-31,12
1,BOTICÁRIO,1,CABELOS,2018-5-20,8
3,QUEM DISSE BERENICE,1,CABELOS,2018-6-13,5
1,BOTICÁRIO,4,SOLAR,2018-12-14,7
4,VULT,2,PERFUMARIA,2018-4-23,12
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-25,13
5,BELEZA NA WEB,4,SOLAR,2018-10-16,6
4,VULT,1,CABELOS,2018-8-25,10
1,BOTICÁRIO,3,MAQUIAGEM,2018-3-7,5
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-9-19,17
1,BOTICÁRIO,1,CABELOS,2018-5-19,4
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-30,7
4,VULT,1,CABELOS,2018-11-4,8
2,EUDORA,3,MAQUIAGEM,2018-2-12,8
1,BOTICÁRIO,3,MAQUIAGEM,2018-7-11,2
4,VULT,2,PERFUMARIA,2018-7-30,16
4,VULT,1,CABELOS,2018-6-22,5
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-25,12
1,BOTICÁRIO,5,HIDRATANTES,2018-8-21,3
4,VULT,5,HIDRATANTES,2018-11-29,4
3,QUEM DISSE BERENICE,4,SOLAR,2018-7-5,19
2,EUDORA,1,CABELOS,2018-4-15,13
4,VULT,1,CABELOS,2018-5-21,8
4,VULT,1,CABELOS,2018-10-29,10
4,VULT,2,PERFUMARIA,2018-8-6,1
1,BOTICÁRIO,5,HIDRATANTES,2018-11-12,8
5,BELEZA NA WEB,1,CABELOS,2018-12-8,2
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-5-18,4
1,BOTICÁRIO,4,SOLAR,2018-8-6,6
5,BELEZA NA WEB,1,CABELOS,2018-11-26,2
1,BOTICÁRIO,3,MAQUIAGEM,2018-11-15,7
5,BELEZA NA WEB,4,SOLAR,2018-1-24,9
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-28,10
5,BELEZA NA WEB,5,HIDRATANTES,2018-1-29,9
4,VULT,1,CABELOS,2018-9-15,2
4,VULT,4,SOLAR,2018-7-31,6
1,BOTICÁRIO,4,SOLAR,2018-10-6,18
5,BELEZA NA WEB,1,CABELOS,2018-3-5,16
5,BELEZA NA WEB,1,CABELOS,2018-7-9,2
5,BELEZA NA WEB,1,CABELOS,2018-2-7,4
1,BOTICÁRIO,5,HIDRATANTES,2018-11-30,2
5,BELEZA NA WEB,5,HIDRATANTES,2018-10-12,8
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-23,4
5,BELEZA NA WEB,1,CABELOS,2018-9-14,13
1,BOTICÁRIO,2,PERFUMARIA,2018-3-26,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-4-3,4
4,VULT,4,SOLAR,2018-3-25,2
4,VULT,4,SOLAR,2018-10-15,3
1,BOTICÁRIO,1,CABELOS,2018-10-27,11
2,EUDORA,1,CABELOS,2018-6-5,11
5,BELEZA NA WEB,1,CABELOS,2018-1-10,9
1,BOTICÁRIO,1,CABELOS,2018-5-25,3
2,EUDORA,4,SOLAR,2018-11-30,12
4,VULT,5,HIDRATANTES,2018-12-11,9
2,EUDORA,1,CABELOS,2018-1-31,11
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-20,12
1,BOTICÁRIO,5,HIDRATANTES,2018-11-29,15
1,BOTICÁRIO,2,PERFUMARIA,2018-7-22,11
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-4-8,15
4,VULT,1,CABELOS,2018-8-28,18
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-16,18
2,EUDORA,2,PERFUMARIA,2018-5-29,2
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-13,4
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-1,1
2,EUDORA,5,HIDRATANTES,2018-7-8,5
1,BOTICÁRIO,2,PERFUMARIA,2018-3-30,8
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-3-5,11
5,BELEZA NA WEB,5,HIDRATANTES,2018-11-28,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-12-1,14
5,BELEZA NA WEB,2,PERFUMARIA,2018-12-20,1
5,BELEZA NA WEB,4,SOLAR,2018-10-6,17
2,EUDORA,1,CABELOS,2018-12-4,11
1,BOTICÁRIO,3,MAQUIAGEM,2018-5-5,16
5,BELEZA NA WEB,1,CABELOS,2018-12-29,17
4,VULT,5,HIDRATANTES,2018-6-24,15
2,EUDORA,5,HIDRATANTES,2018-9-12,1
3,QUEM DISSE BERENICE,4,SOLAR,2018-11-19,2
5,BELEZA NA WEB,4,SOLAR,2018-4-25,15
5,BELEZA NA WEB,1,CABELOS,2018-8-19,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-10,3
2,EUDORA,4,SOLAR,2018-4-13,20
5,BELEZA NA WEB,4,SOLAR,2018-10-15,12
1,BOTICÁRIO,3,MAQUIAGEM,2018-3-15,2
4,VULT,5,HIDRATANTES,2018-2-4,14
1,BOTICÁRIO,3,MAQUIAGEM,2018-11-8,11
5,BELEZA NA WEB,5,HIDRATANTES,2018-4-22,1
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-29,6
5,BELEZA NA WEB,3,MAQUIAGEM,2018-5-6,9
1,BOTICÁRIO,1,CABELOS,2018-2-11,20
3,QUEM DISSE BERENICE,4,SOLAR,2018-4-24,6
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-24,4
5,BELEZA NA WEB,3,MAQUIAGEM,2018-8-27,14
1,BOTICÁRIO,1,CABELOS,2018-10-12,20
5,BELEZA NA WEB,5,HIDRATANTES,2018-11-6,11
4,VULT,2,PERFUMARIA,2018-10-1,2
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-3,5
2,EUDORA,4,SOLAR,2018-6-9,18
5,BELEZA NA WEB,5,HIDRATANTES,2018-3-11,10
4,VULT,1,CABELOS,2018-4-30,9
4,VULT,1,CABELOS,2018-9-26,1
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-13,8
5,BELEZA NA WEB,2,PERFUMARIA,2018-12-9,8
1,BOTICÁRIO,5,HIDRATANTES,2018-1-1,18
3,QUEM DISSE BERENICE,1,CABELOS,2018-9-12,6
4,VULT,1,CABELOS,2018-5-21,14
4,VULT,1,CABELOS,2018-7-4,13
1,BOTICÁRIO,4,SOLAR,2018-9-15,3
5,BELEZA NA WEB,5,HIDRATANTES,2018-6-18,8
2,EUDORA,5,HIDRATANTES,2018-4-26,9
4,VULT,3,MAQUIAGEM,2018-7-3,3
5,BELEZA NA WEB,3,MAQUIAGEM,2018-6-27,20
1,BOTICÁRIO,3,MAQUIAGEM,2018-7-13,1
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-12-15,1
5,BELEZA NA WEB,3,MAQUIAGEM,2018-7-21,16
3,QUEM DISSE BERENICE,4,SOLAR,2018-3-2,4
2,EUDORA,3,MAQUIAGEM,2018-6-21,4
1,BOTICÁRIO,2,PERFUMARIA,2018-5-31,18
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-24,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-3-26,15
4,VULT,5,HIDRATANTES,2018-8-4,17
5,BELEZA NA WEB,2,PERFUMARIA,2018-7-30,16
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-11-25,12
1,BOTICÁRIO,1,CABELOS,2018-6-18,13
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-11,9
5,BELEZA NA WEB,3,MAQUIAGEM,2018-1-7,12
3,QUEM DISSE BERENICE,4,SOLAR,2018-10-19,14
2,EUDORA,1,CABELOS,2018-4-18,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-4-17,16
1,BOTICÁRIO,3,MAQUIAGEM,2018-9-27,6
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-6-9,20
5,BELEZA NA WEB,5,HIDRATANTES,2018-8-25,4
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-7-14,20
2,EUDORA,3,MAQUIAGEM,2018-7-16,13
4,VULT,1,CABELOS,2018-8-24,11
1,BOTICÁRIO,1,CABELOS,2018-7-7,17
1,BOTICÁRIO,1,CABELOS,2018-10-10,10
4,VULT,3,MAQUIAGEM,2018-9-25,17
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-20,12
5,BELEZA NA WEB,4,SOLAR,2018-9-19,4
3,QUEM DISSE BERENICE,1,CABELOS,2018-3-17,9
3,QUEM DISSE BERENICE,1,CABELOS,2018-6-2,9
2,EUDORA,2,PERFUMARIA,2018-8-15,10
5,BELEZA NA WEB,3,MAQUIAGEM,2018-2-5,8
4,VULT,3,MAQUIAGEM,2018-6-12,1
5,BELEZA NA WEB,4,SOLAR,2018-4-30,6
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-2-12,5
1,BOTICÁRIO,4,SOLAR,2018-5-27,16
1,BOTICÁRIO,2,PERFUMARIA,2018-4-7,12
1,BOTICÁRIO,4,SOLAR,2018-12-4,12
1,BOTICÁRIO,2,PERFUMARIA,2018-2-10,20
2,EUDORA,5,HIDRATANTES,2018-9-29,16
1,BOTICÁRIO,2,PERFUMARIA,2018-8-7,4
2,EUDORA,1,CABELOS,2018-3-19,2
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-6,5
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-24,20
4,VULT,4,SOLAR,2018-11-15,19
5,BELEZA NA WEB,1,CABELOS,2018-10-25,3
1,BOTICÁRIO,1,CABELOS,2018-5-29,14
1,BOTICÁRIO,5,HIDRATANTES,2018-1-12,20
4,VULT,5,HIDRATANTES,2018-1-2,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-9-11,4
1,BOTICÁRIO,5,HIDRATANTES,2018-5-17,4
2,EUDORA,2,PERFUMARIA,2018-9-29,2
5,BELEZA NA WEB,4,SOLAR,2018-8-2,8
4,VULT,5,HIDRATANTES,2018-7-17,4
4,VULT,2,PERFUMARIA,2018-12-13,1
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-4-6,5
1,BOTICÁRIO,2,PERFUMARIA,2018-1-23,14
4,VULT,4,SOLAR,2018-8-17,8
4,VULT,1,CABELOS,2018-5-18,13
1,BOTICÁRIO,1,CABELOS,2018-10-11,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-1-31,12
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-10-26,4
5,BELEZA NA WEB,1,CABELOS,2018-5-12,3
4,VULT,5,HIDRATANTES,2018-11-20,19
1,BOTICÁRIO,1,CABELOS,2018-4-21,8
1,BOTICÁRIO,3,MAQUIAGEM,2018-11-23,14
2,EUDORA,4,SOLAR,2018-12-10,4
1,BOTICÁRIO,3,MAQUIAGEM,2018-7-5,6
2,EUDORA,2,PERFUMARIA,2018-11-6,20
3,QUEM DISSE BERENICE,1,CABELOS,2018-1-1,3
2,EUDORA,4,SOLAR,2018-1-5,9
2,EUDORA,3,MAQUIAGEM,2018-7-5,6
1,BOTICÁRIO,4,SOLAR,2018-9-30,12
2,EUDORA,5,HIDRATANTES,2018-2-15,9
5,BELEZA NA WEB,5,HIDRATANTES,2018-4-27,20
4,VULT,2,PERFUMARIA,2018-11-21,10
1,BOTICÁRIO,2,PERFUMARIA,2018-7-10,4
1,BOTICÁRIO,5,HIDRATANTES,2018-2-23,7
2,EUDORA,5,HIDRATANTES,2018-8-13,11
4,VULT,2,PERFUMARIA,2018-9-4,6
1,BOTICÁRIO,4,SOLAR,2018-3-30,15
2,EUDORA,3,MAQUIAGEM,2018-6-26,9
1,BOTICÁRIO,1,CABELOS,2018-7-21,17
1,BOTICÁRIO,3,MAQUIAGEM,2018-2-15,14
4,VULT,2,PERFUMARIA,2018-7-18,7
2,EUDORA,4,SOLAR,2018-6-12,12
1,BOTICÁRIO,3,MAQUIAGEM,2018-8-1,6
5,BELEZA NA WEB,1,CABELOS,2018-5-16,4
2,EUDORA,5,HIDRATANTES,2018-8-17,13
5,BELEZA NA WEB,4,SOLAR,2018-11-3,14
1,BOTICÁRIO,2,PERFUMARIA,2018-1-4,6
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-12-7,16
5,BELEZA NA WEB,4,SOLAR,2018-10-30,20
4,VULT,4,SOLAR,2018-3-28,9
1,BOTICÁRIO,2,PERFUMARIA,2018-4-16,10
4,VULT,4,SOLAR,2018-7-13,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-3-9,19
1,BOTICÁRIO,1,CABELOS,2018-2-8,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-12-20,11
5,BELEZA NA WEB,1,CABELOS,2018-5-27,13
3,QUEM DISSE BERENICE,1,CABELOS,2018-4-7,6
4,VULT,4,SOLAR,2018-2-11,16
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-10-16,2
2,EUDORA,1,CABELOS,2018-2-27,3
3,QUEM DISSE BERENICE,4,SOLAR,2018-9-30,7
2,EUDORA,4,SOLAR,2018-7-27,13
4,VULT,3,MAQUIAGEM,2018-5-20,3
4,VULT,1,CABELOS,2018-9-18,18
3,QUEM DISSE BERENICE,4,SOLAR,2018-6-24,6
4,VULT,3,MAQUIAGEM,2018-12-5,3
3,QUEM DISSE BERENICE,5,HIDRATANTES,2018-9-16,17
5,BELEZA NA WEB,1,CABELOS,2018-11-10,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,2018-10-11,20
3,QUEM DISSE BERENICE,1,CABELOS,2018-11-21,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,2018-9-19,1
2,EUDORA,3,MAQUIAGEM,2018-5-27,17
